age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,Total_Income,Total_Expense,Savings,Savings_Percent,Overbudget_Flag
24,Male,Senior,Biology,804,640,3043,927,347,167,151,114,35,206,94,169,Credit/Debit Card,1444,5253,-3809,-2.637811634,Yes
25,Female,Junior,Engineering,547,233,5070,633,164,94,147,123,25,236,116,37,Credit/Debit Card,780,6645,-5865,-7.519230769,Yes
19,Non-binary,Freshman,Computer Science,523,892,4683,438,180,65,208,108,59,192,92,132,Cash,1415,6157,-4742,-3.351236749,Yes
24,Female,Senior,Economics,1040,970,5293,701,323,97,196,93,62,170,90,64,Credit/Debit Card,2010,7089,-5079,-2.526865672,Yes
24,Male,Freshman,Computer Science,918,273,3012,759,113,181,62,99,81,226,155,199,Credit/Debit Card,1191,4887,-3696,-3.103274559,Yes
23,Female,Junior,Biology,504,775,4132,997,237,69,199,111,58,62,195,195,Credit/Debit Card,1279,6255,-4976,-3.890539484,Yes
24,Female,Senior,Economics,1203,115,3234,858,249,157,292,132,94,278,66,49,Cash,1318,5409,-4091,-3.103945372,Yes
20,Female,Senior,Psychology,951,279,4004,453,366,121,287,71,65,207,129,122,Mobile Payment App,1230,5825,-4595,-3.735772358,Yes
24,Non-binary,Sophomore,Psychology,857,583,3939,587,147,126,160,117,85,98,69,143,Mobile Payment App,1440,5471,-4031,-2.799305556,Yes
19,Male,Senior,Psychology,812,539,3191,744,108,189,296,31,81,204,87,34,Cash,1351,4965,-3614,-2.675055514,Yes
18,Male,Sophomore,Computer Science,540,649,5188,746,173,147,113,139,29,103,73,118,Credit/Debit Card,1189,6829,-5640,-4.743481918,Yes
19,Non-binary,Junior,Psychology,889,483,3007,673,225,113,113,148,40,256,171,175,Cash,1372,4921,-3549,-2.586734694,Yes
18,Non-binary,Freshman,Psychology,992,680,5718,533,241,84,276,65,81,141,171,51,Credit/Debit Card,1672,7361,-5689,-3.402511962,Yes
21,Male,Junior,Biology,760,869,3712,567,291,94,86,141,97,55,165,44,Mobile Payment App,1629,5252,-3623,-2.224063843,Yes
25,Male,Sophomore,Biology,1199,996,4865,533,207,123,70,104,76,256,189,192,Credit/Debit Card,2195,6615,-4420,-2.013667426,Yes
20,Female,Junior,Biology,578,460,4893,488,139,168,58,105,92,177,183,92,Credit/Debit Card,1038,6395,-5357,-5.16088632,Yes
24,Female,Senior,Economics,994,940,4885,487,143,54,79,74,53,77,66,22,Cash,1934,5940,-4006,-2.071354705,Yes
18,Non-binary,Junior,Economics,552,481,5312,937,307,77,71,21,52,127,46,77,Mobile Payment App,1033,7027,-5994,-5.802516941,Yes
21,Male,Junior,Computer Science,1444,792,5866,607,396,189,125,76,80,59,79,78,Credit/Debit Card,2236,7555,-5319,-2.378801431,Yes
19,Female,Junior,Psychology,1203,550,3282,654,182,108,288,147,38,92,182,128,Mobile Payment App,1753,5101,-3348,-1.909868796,Yes
25,Female,Sophomore,Computer Science,1481,50,4898,982,157,162,159,30,76,225,99,166,Credit/Debit Card,1531,6954,-5423,-3.542129327,Yes
25,Non-binary,Sophomore,Economics,700,174,5318,846,206,108,284,70,23,220,169,142,Credit/Debit Card,874,7386,-6512,-7.450800915,Yes
25,Female,Junior,Economics,1087,415,5282,503,155,186,116,31,31,108,141,200,Mobile Payment App,1502,6753,-5251,-3.496005326,Yes
23,Male,Senior,Economics,672,699,4520,435,153,180,61,75,56,248,195,82,Mobile Payment App,1371,6005,-4634,-3.380014588,Yes
21,Male,Sophomore,Computer Science,825,882,4307,589,181,54,89,113,55,266,34,176,Credit/Debit Card,1707,5864,-4157,-2.43526655,Yes
24,Male,Sophomore,Computer Science,1033,267,5997,806,374,86,229,78,31,139,153,77,Cash,1300,7970,-6670,-5.130769231,Yes
25,Non-binary,Freshman,Engineering,774,250,5306,942,324,73,271,107,77,92,80,66,Credit/Debit Card,1024,7338,-6314,-6.166015625,Yes
23,Male,Junior,Engineering,1365,744,3066,936,265,52,121,46,85,292,128,115,Credit/Debit Card,2109,5106,-2997,-1.421052632,Yes
25,Non-binary,Sophomore,Economics,810,826,3709,938,206,180,112,82,45,165,110,98,Mobile Payment App,1636,5645,-4009,-2.450488998,Yes
22,Male,Sophomore,Economics,856,33,5420,967,391,112,196,43,71,294,91,139,Mobile Payment App,889,7724,-6835,-7.688413948,Yes
21,Female,Senior,Psychology,985,586,4345,481,110,141,135,103,42,270,194,196,Credit/Debit Card,1571,6017,-4446,-2.830044558,Yes
22,Non-binary,Junior,Biology,919,369,4599,788,119,170,58,124,34,97,64,185,Credit/Debit Card,1288,6238,-4950,-3.843167702,Yes
18,Female,Sophomore,Biology,637,130,5152,559,340,62,226,42,72,244,197,42,Cash,767,6936,-6169,-8.043024772,Yes
20,Male,Freshman,Economics,894,327,3535,689,213,127,69,116,50,143,81,51,Credit/Debit Card,1221,5074,-3853,-3.155610156,Yes
22,Female,Senior,Economics,874,561,3452,504,299,111,237,113,71,104,45,62,Cash,1435,4998,-3563,-2.482926829,Yes
22,Female,Junior,Computer Science,850,699,3180,777,196,102,212,98,75,192,48,106,Credit/Debit Card,1549,4986,-3437,-2.218850872,Yes
24,Non-binary,Junior,Engineering,879,865,5743,921,249,189,222,111,71,112,60,133,Credit/Debit Card,1744,7811,-6067,-3.478784404,Yes
24,Female,Junior,Economics,811,346,3527,795,308,106,74,126,23,299,111,152,Credit/Debit Card,1157,5521,-4364,-3.771823682,Yes
21,Male,Sophomore,Computer Science,809,768,4079,505,186,176,217,70,81,194,193,91,Cash,1577,5792,-4215,-2.672796449,Yes
18,Non-binary,Senior,Psychology,596,316,5494,567,308,54,126,149,46,278,134,21,Credit/Debit Card,912,7177,-6265,-6.869517544,Yes
25,Male,Sophomore,Economics,856,102,3647,500,341,123,198,85,73,208,58,21,Mobile Payment App,958,5254,-4296,-4.48434238,Yes
25,Male,Senior,Computer Science,886,143,3489,676,219,61,198,99,95,178,46,188,Mobile Payment App,1029,5249,-4220,-4.101068999,Yes
24,Female,Sophomore,Psychology,1205,715,5781,428,346,190,79,37,28,57,182,133,Mobile Payment App,1920,7261,-5341,-2.781770833,Yes
21,Non-binary,Freshman,Biology,1353,444,4343,622,341,198,152,106,44,236,60,171,Cash,1797,6273,-4476,-2.49081803,Yes
22,Male,Junior,Computer Science,1268,886,4960,917,100,53,102,98,66,228,124,176,Cash,2154,6824,-4670,-2.168059424,Yes
23,Non-binary,Sophomore,Psychology,1112,5,3873,737,188,101,266,46,76,73,190,159,Cash,1117,5709,-4592,-4.111011638,Yes
20,Female,Junior,Engineering,1206,639,5211,720,363,66,120,134,85,152,52,30,Cash,1845,6933,-5088,-2.757723577,Yes
24,Male,Junior,Biology,1159,465,3153,891,226,55,95,46,58,284,41,88,Mobile Payment App,1624,4937,-3313,-2.040024631,Yes
19,Non-binary,Sophomore,Biology,1250,113,4859,521,305,92,133,77,92,69,108,116,Mobile Payment App,1363,6372,-5009,-3.674981658,Yes
20,Non-binary,Freshman,Computer Science,1120,327,5509,670,120,130,178,52,71,267,38,63,Mobile Payment App,1447,7098,-5651,-3.905321355,Yes
24,Non-binary,Senior,Computer Science,1277,520,4706,538,374,183,243,80,74,246,152,46,Cash,1797,6642,-4845,-2.696160267,Yes
19,Male,Freshman,Psychology,1442,463,5284,537,307,157,113,60,39,261,178,115,Mobile Payment App,1905,7051,-5146,-2.701312336,Yes
24,Non-binary,Junior,Biology,776,16,4353,460,358,95,219,27,61,178,173,168,Cash,792,6092,-5300,-6.691919192,Yes
21,Female,Sophomore,Biology,800,311,3641,438,331,60,125,22,41,253,45,78,Mobile Payment App,1111,5034,-3923,-3.531053105,Yes
18,Female,Junior,Computer Science,1078,910,5416,507,232,175,64,129,55,136,156,52,Credit/Debit Card,1988,6922,-4934,-2.481891348,Yes
20,Male,Junior,Computer Science,1404,747,3920,760,237,104,122,28,82,115,75,56,Mobile Payment App,2151,5499,-3348,-1.556485356,Yes
21,Non-binary,Junior,Psychology,1097,70,4255,447,101,125,267,119,58,76,37,94,Credit/Debit Card,1167,5579,-4412,-3.780634105,Yes
22,Non-binary,Freshman,Biology,835,244,3098,834,380,95,243,39,51,178,101,110,Credit/Debit Card,1079,5129,-4050,-3.75347544,Yes
18,Non-binary,Senior,Economics,755,757,3221,820,301,126,231,77,71,284,99,111,Credit/Debit Card,1512,5341,-3829,-2.532407407,Yes
19,Male,Freshman,Engineering,1087,133,5170,872,133,86,177,73,63,198,167,32,Credit/Debit Card,1220,6971,-5751,-4.713934426,Yes
23,Male,Sophomore,Computer Science,931,950,3012,636,329,187,96,141,96,246,193,121,Cash,1881,5057,-3176,-1.688463583,Yes
20,Female,Sophomore,Psychology,983,321,4912,761,350,177,256,61,73,206,63,179,Credit/Debit Card,1304,7038,-5734,-4.397239264,Yes
21,Non-binary,Sophomore,Engineering,639,854,4160,676,174,107,208,71,48,231,192,169,Mobile Payment App,1493,6036,-4543,-3.042866711,Yes
20,Male,Junior,Engineering,527,438,4231,961,212,60,287,57,31,80,162,40,Mobile Payment App,965,6121,-5156,-5.343005181,Yes
24,Male,Junior,Computer Science,744,666,4930,853,134,115,197,107,73,256,117,34,Mobile Payment App,1410,6816,-5406,-3.834042553,Yes
21,Male,Freshman,Economics,1118,367,3821,956,287,112,267,65,92,147,149,50,Mobile Payment App,1485,5946,-4461,-3.004040404,Yes
22,Male,Senior,Engineering,1276,606,3809,970,124,97,271,96,81,110,136,42,Credit/Debit Card,1882,5736,-3854,-2.047821467,Yes
25,Female,Junior,Engineering,880,863,4771,903,291,100,292,108,55,217,164,51,Cash,1743,6952,-5209,-2.988525531,Yes
23,Male,Freshman,Engineering,1424,887,4645,854,140,145,156,35,36,50,114,153,Mobile Payment App,2311,6328,-4017,-1.738208568,Yes
22,Female,Senior,Psychology,1276,500,3568,785,338,144,298,91,64,173,98,109,Mobile Payment App,1776,5668,-3892,-2.191441441,Yes
19,Non-binary,Junior,Computer Science,697,943,5958,824,274,200,89,56,31,268,175,96,Mobile Payment App,1640,7971,-6331,-3.860365854,Yes
23,Non-binary,Senior,Computer Science,1379,500,3665,946,114,143,211,92,20,83,113,110,Mobile Payment App,1879,5497,-3618,-1.925492283,Yes
20,Female,Freshman,Computer Science,1466,977,5400,698,283,135,58,135,96,171,30,85,Credit/Debit Card,2443,7091,-4648,-1.902578797,Yes
24,Male,Junior,Biology,1126,649,3565,483,259,63,53,57,43,65,40,86,Cash,1775,4714,-2939,-1.655774648,Yes
23,Non-binary,Senior,Biology,1126,9,5535,1000,206,135,84,70,95,295,120,73,Cash,1135,7613,-6478,-5.707488987,Yes
21,Non-binary,Senior,Biology,618,916,4952,459,192,145,202,86,81,122,150,113,Cash,1534,6502,-4968,-3.238591917,Yes
22,Non-binary,Junior,Biology,785,303,3495,407,245,64,92,47,82,94,104,184,Mobile Payment App,1088,4814,-3726,-3.424632353,Yes
18,Non-binary,Senior,Computer Science,770,554,3535,468,171,104,93,75,22,74,191,182,Cash,1324,4915,-3591,-2.71223565,Yes
25,Non-binary,Sophomore,Psychology,1431,856,5216,528,377,155,191,149,56,117,124,173,Credit/Debit Card,2287,7086,-4799,-2.09838216,Yes
18,Female,Freshman,Biology,1338,491,3955,781,100,139,175,129,24,167,149,137,Credit/Debit Card,1829,5756,-3927,-2.147074904,Yes
25,Female,Sophomore,Psychology,1121,794,3517,407,363,101,170,60,30,168,101,124,Mobile Payment App,1915,5041,-3126,-1.632375979,Yes
24,Female,Freshman,Engineering,1245,675,5833,944,195,107,88,79,95,166,199,122,Credit/Debit Card,1920,7828,-5908,-3.077083333,Yes
20,Female,Senior,Computer Science,748,223,3343,919,100,142,266,77,60,103,199,87,Mobile Payment App,971,5296,-4325,-4.454170958,Yes
20,Female,Junior,Biology,1389,477,3610,811,152,91,234,82,33,171,96,31,Credit/Debit Card,1866,5311,-3445,-1.84619507,Yes
19,Female,Junior,Engineering,1122,790,5969,840,365,104,134,64,98,201,57,168,Credit/Debit Card,1912,8000,-6088,-3.184100418,Yes
23,Male,Senior,Psychology,1113,955,5456,773,349,178,79,135,78,200,135,127,Cash,2068,7510,-5442,-2.631528046,Yes
20,Female,Sophomore,Economics,879,547,5055,407,169,105,280,90,62,238,82,172,Cash,1426,6660,-5234,-3.670406732,Yes
18,Non-binary,Freshman,Economics,1489,202,4710,921,101,187,122,130,38,246,96,193,Mobile Payment App,1691,6744,-5053,-2.988172679,Yes
22,Female,Freshman,Biology,869,85,5866,754,379,127,214,111,64,276,37,105,Cash,954,7933,-6979,-7.315513627,Yes
23,Male,Junior,Psychology,1381,520,5066,624,356,65,97,55,84,106,65,51,Mobile Payment App,1901,6569,-4668,-2.455549711,Yes
21,Non-binary,Sophomore,Biology,1325,735,4012,880,270,200,230,121,97,248,102,157,Cash,2060,6317,-4257,-2.066504854,Yes
20,Male,Senior,Psychology,581,492,3705,448,318,114,186,129,85,215,188,100,Cash,1073,5488,-4415,-4.114631873,Yes
22,Non-binary,Senior,Engineering,694,245,4140,692,398,92,215,25,92,247,135,28,Mobile Payment App,939,6064,-5125,-5.457933972,Yes
24,Female,Sophomore,Economics,615,563,3389,403,200,109,63,145,79,233,64,153,Mobile Payment App,1178,4838,-3660,-3.106960951,Yes
25,Female,Sophomore,Economics,1394,519,4998,879,222,84,141,21,67,96,101,111,Credit/Debit Card,1913,6720,-4807,-2.512807109,Yes
25,Female,Freshman,Biology,800,223,5867,828,298,94,166,127,81,229,48,71,Credit/Debit Card,1023,7809,-6786,-6.633431085,Yes
20,Male,Senior,Psychology,913,634,3541,668,375,187,171,70,91,90,133,200,Cash,1547,5526,-3979,-2.572074984,Yes
19,Male,Sophomore,Psychology,1243,882,5570,574,106,190,73,85,97,264,94,82,Mobile Payment App,2125,7135,-5010,-2.357647059,Yes
20,Female,Sophomore,Economics,655,685,3115,481,270,157,133,97,22,112,80,98,Credit/Debit Card,1340,4565,-3225,-2.406716418,Yes
18,Male,Freshman,Biology,667,647,4637,906,225,123,204,81,36,89,33,137,Credit/Debit Card,1314,6471,-5157,-3.924657534,Yes
24,Non-binary,Senior,Economics,1458,7,5143,505,329,140,265,138,65,81,49,198,Credit/Debit Card,1465,6913,-5448,-3.718771331,Yes
22,Non-binary,Sophomore,Biology,925,350,4445,529,227,51,173,132,24,58,183,74,Mobile Payment App,1275,5896,-4621,-3.624313725,Yes
21,Non-binary,Senior,Economics,1105,35,4114,417,308,178,152,142,90,286,84,139,Credit/Debit Card,1140,5910,-4770,-4.184210526,Yes
18,Male,Junior,Biology,737,490,5522,758,135,160,105,65,80,281,148,112,Cash,1227,7366,-6139,-5.003259984,Yes
25,Female,Freshman,Computer Science,1495,892,5525,767,182,97,213,135,30,196,54,21,Mobile Payment App,2387,7220,-4833,-2.024717218,Yes
20,Male,Senior,Economics,1298,971,5002,717,249,63,214,72,40,220,80,26,Mobile Payment App,2269,6683,-4414,-1.945350375,Yes
21,Male,Sophomore,Psychology,1272,784,3708,810,364,90,119,32,67,91,146,150,Credit/Debit Card,2056,5577,-3521,-1.712548638,Yes
19,Female,Senior,Biology,511,825,5383,917,201,152,117,147,42,244,75,126,Credit/Debit Card,1336,7404,-6068,-4.541916168,Yes
21,Female,Sophomore,Engineering,1161,566,5178,653,381,155,213,116,45,208,139,174,Credit/Debit Card,1727,7262,-5535,-3.204979734,Yes
21,Male,Senior,Psychology,1112,943,5832,881,292,93,288,135,82,67,102,157,Mobile Payment App,2055,7929,-5874,-2.858394161,Yes
25,Male,Junior,Economics,958,451,5949,655,163,78,96,150,54,78,76,176,Cash,1409,7475,-6066,-4.305180979,Yes
25,Non-binary,Junior,Engineering,1176,186,4044,615,319,93,108,46,96,184,61,37,Credit/Debit Card,1362,5603,-4241,-3.113803231,Yes
20,Non-binary,Senior,Engineering,727,451,3325,570,253,76,98,55,49,229,96,97,Cash,1178,4848,-3670,-3.115449915,Yes
25,Non-binary,Senior,Biology,1483,826,3048,733,136,103,278,114,22,282,110,60,Credit/Debit Card,2309,4886,-2577,-1.116067562,Yes
24,Male,Junior,Computer Science,881,97,4884,857,340,166,147,34,32,298,115,38,Credit/Debit Card,978,6911,-5933,-6.066462168,Yes
21,Male,Freshman,Engineering,1347,634,5766,562,398,134,222,43,56,108,162,34,Mobile Payment App,1981,7485,-5504,-2.77839475,Yes
22,Female,Freshman,Psychology,725,132,4477,822,150,61,192,133,89,204,133,95,Mobile Payment App,857,6356,-5499,-6.416569428,Yes
18,Non-binary,Sophomore,Biology,1000,270,4171,859,194,139,246,102,65,93,185,152,Credit/Debit Card,1270,6206,-4936,-3.886614173,Yes
24,Female,Sophomore,Engineering,795,580,4126,454,226,132,114,117,72,158,133,132,Credit/Debit Card,1375,5664,-4289,-3.119272727,Yes
18,Male,Senior,Economics,869,447,3962,416,369,112,71,44,51,160,74,43,Mobile Payment App,1316,5302,-3986,-3.02887538,Yes
24,Female,Freshman,Biology,543,177,4823,976,295,153,86,107,36,143,118,172,Credit/Debit Card,720,6909,-6189,-8.595833333,Yes
25,Male,Sophomore,Economics,1470,403,5561,704,178,104,173,36,50,81,140,114,Credit/Debit Card,1873,7141,-5268,-2.812600107,Yes
19,Female,Freshman,Economics,734,838,4441,437,185,79,53,129,21,149,120,53,Cash,1572,5667,-4095,-2.604961832,Yes
20,Female,Freshman,Computer Science,669,638,5929,588,290,176,218,74,23,199,65,149,Mobile Payment App,1307,7711,-6404,-4.899770467,Yes
19,Female,Junior,Psychology,1336,417,4533,809,268,131,237,96,88,289,113,120,Cash,1753,6684,-4931,-2.812892185,Yes
21,Female,Sophomore,Economics,1436,435,5414,748,274,89,220,34,79,241,118,113,Mobile Payment App,1871,7330,-5459,-2.917691074,Yes
21,Non-binary,Freshman,Engineering,1339,777,5292,509,245,113,70,101,47,297,156,41,Mobile Payment App,2116,6871,-4755,-2.247164461,Yes
18,Female,Freshman,Biology,609,201,4477,930,260,178,272,98,83,138,129,52,Credit/Debit Card,810,6617,-5807,-7.169135802,Yes
21,Non-binary,Sophomore,Economics,1036,169,4582,426,206,189,237,140,70,59,105,123,Mobile Payment App,1205,6137,-4932,-4.092946058,Yes
25,Female,Senior,Engineering,1309,840,5575,923,257,115,263,78,20,236,39,78,Mobile Payment App,2149,7584,-5435,-2.529083295,Yes
25,Male,Sophomore,Engineering,1471,521,4388,504,341,113,76,34,67,216,78,36,Cash,1992,5853,-3861,-1.938253012,Yes
19,Male,Freshman,Engineering,658,487,3579,705,292,172,198,20,50,209,68,21,Mobile Payment App,1145,5314,-4169,-3.641048035,Yes
19,Male,Junior,Engineering,684,728,5407,953,162,107,117,64,54,260,166,168,Mobile Payment App,1412,7458,-6046,-4.281869688,Yes
20,Male,Sophomore,Computer Science,907,468,3358,877,152,170,63,44,47,176,158,187,Credit/Debit Card,1375,5232,-3857,-2.805090909,Yes
18,Male,Freshman,Computer Science,846,671,4827,928,256,61,114,21,77,160,133,143,Mobile Payment App,1517,6720,-5203,-3.429795649,Yes
18,Female,Sophomore,Biology,1175,963,5461,498,218,81,182,26,60,296,143,24,Cash,2138,6989,-4851,-2.268942937,Yes
25,Male,Freshman,Biology,659,893,5837,867,142,77,163,105,79,184,166,140,Credit/Debit Card,1552,7760,-6208,-4,Yes
18,Non-binary,Sophomore,Economics,1488,492,5185,450,152,120,218,91,81,257,50,39,Cash,1980,6643,-4663,-2.355050505,Yes
22,Female,Senior,Psychology,1190,194,5107,483,299,179,173,30,68,144,170,119,Cash,1384,6772,-5388,-3.893063584,Yes
19,Female,Junior,Psychology,742,543,5288,772,125,162,123,126,51,94,113,71,Credit/Debit Card,1285,6925,-5640,-4.389105058,Yes
23,Non-binary,Freshman,Psychology,914,663,3265,809,175,60,125,21,81,135,194,154,Credit/Debit Card,1577,5019,-3442,-2.182625238,Yes
19,Male,Freshman,Biology,1485,53,3659,651,221,198,124,141,85,293,57,171,Cash,1538,5600,-4062,-2.641092328,Yes
20,Female,Junior,Biology,582,678,4190,722,112,188,97,133,66,69,131,147,Credit/Debit Card,1260,5855,-4595,-3.646825397,Yes
19,Non-binary,Junior,Engineering,1468,415,4764,613,115,157,121,31,88,77,56,117,Credit/Debit Card,1883,6139,-4256,-2.260223048,Yes
25,Female,Sophomore,Computer Science,1021,93,3755,512,104,188,146,103,63,183,128,34,Cash,1114,5216,-4102,-3.682226212,Yes
24,Male,Freshman,Computer Science,760,281,4727,822,394,88,191,50,48,160,188,81,Mobile Payment App,1041,6749,-5708,-5.483189241,Yes
24,Non-binary,Freshman,Economics,969,371,3771,889,336,59,298,35,89,201,74,75,Cash,1340,5827,-4487,-3.348507463,Yes
23,Female,Senior,Biology,990,431,3846,594,330,89,114,54,72,82,132,125,Mobile Payment App,1421,5438,-4017,-2.826882477,Yes
23,Non-binary,Sophomore,Engineering,1304,457,4240,878,111,165,86,123,41,120,124,27,Cash,1761,5915,-4154,-2.358886996,Yes
23,Male,Sophomore,Biology,805,0,4759,409,255,101,285,49,45,89,115,129,Credit/Debit Card,805,6236,-5431,-6.746583851,Yes
25,Male,Senior,Engineering,1179,223,4058,952,340,118,65,121,51,174,41,177,Credit/Debit Card,1402,6097,-4695,-3.348787447,Yes
18,Non-binary,Senior,Computer Science,573,299,3003,878,229,131,157,58,88,53,182,190,Mobile Payment App,872,4969,-4097,-4.698394495,Yes
25,Female,Senior,Psychology,843,4,4906,869,226,196,66,82,98,289,58,148,Mobile Payment App,847,6938,-6091,-7.191263282,Yes
23,Non-binary,Junior,Biology,1085,795,3056,501,170,136,155,70,46,192,89,38,Mobile Payment App,1880,4453,-2573,-1.368617021,Yes
23,Female,Freshman,Biology,580,771,3789,707,322,170,244,114,75,79,188,107,Credit/Debit Card,1351,5795,-4444,-3.289415248,Yes
25,Female,Sophomore,Computer Science,975,630,4785,693,316,177,263,121,62,233,149,32,Cash,1605,6831,-5226,-3.256074766,Yes
23,Male,Senior,Psychology,602,608,4542,830,378,83,229,131,54,166,145,160,Credit/Debit Card,1210,6718,-5508,-4.552066116,Yes
23,Non-binary,Senior,Economics,1103,873,4761,671,394,121,215,112,47,118,119,115,Cash,1976,6673,-4697,-2.377024291,Yes
20,Non-binary,Freshman,Psychology,816,233,3909,949,136,165,53,59,30,275,183,32,Mobile Payment App,1049,5791,-4742,-4.52049571,Yes
24,Male,Freshman,Engineering,1016,201,5042,606,142,54,188,106,64,162,40,84,Cash,1217,6488,-5271,-4.331142153,Yes
23,Non-binary,Junior,Engineering,969,327,3449,516,312,182,186,25,44,186,117,164,Cash,1296,5181,-3885,-2.997685185,Yes
21,Non-binary,Junior,Computer Science,918,831,5934,949,391,81,127,121,64,275,141,159,Credit/Debit Card,1749,8242,-6493,-3.71240709,Yes
23,Non-binary,Senior,Computer Science,982,207,4397,710,159,118,89,109,87,225,65,69,Mobile Payment App,1189,6028,-4839,-4.06980656,Yes
25,Male,Junior,Computer Science,1021,912,5979,785,293,86,228,32,46,135,102,72,Cash,1933,7758,-5825,-3.013450595,Yes
22,Female,Sophomore,Psychology,521,884,5701,916,342,175,221,86,46,57,112,27,Mobile Payment App,1405,7683,-6278,-4.468327402,Yes
24,Female,Freshman,Computer Science,1444,881,3721,458,269,70,89,72,50,182,81,130,Mobile Payment App,2325,5122,-2797,-1.203010753,Yes
21,Male,Sophomore,Psychology,646,487,4218,822,124,74,108,52,97,68,105,48,Credit/Debit Card,1133,5716,-4583,-4.045013239,Yes
21,Female,Freshman,Economics,1296,133,3728,464,212,184,298,72,53,198,111,135,Mobile Payment App,1429,5455,-4026,-2.817354794,Yes
18,Non-binary,Freshman,Economics,1360,222,5759,810,164,153,77,60,99,180,177,143,Mobile Payment App,1582,7622,-6040,-3.81795196,Yes
19,Female,Senior,Biology,1123,5,5407,404,345,122,187,73,20,215,171,190,Cash,1128,7134,-6006,-5.324468085,Yes
18,Female,Senior,Psychology,1020,74,5837,552,123,138,267,98,63,267,163,30,Mobile Payment App,1094,7538,-6444,-5.890310786,Yes
21,Female,Freshman,Computer Science,736,628,3757,743,256,180,209,92,92,228,44,61,Credit/Debit Card,1364,5662,-4298,-3.151026393,Yes
23,Non-binary,Senior,Economics,931,322,5865,490,155,146,175,79,95,113,142,139,Cash,1253,7399,-6146,-4.905027933,Yes
24,Male,Senior,Psychology,1443,982,3807,814,364,169,299,126,20,102,193,127,Mobile Payment App,2425,6021,-3596,-1.482886598,Yes
22,Male,Freshman,Engineering,730,374,3483,675,230,68,212,124,72,156,118,181,Cash,1104,5319,-4215,-3.817934783,Yes
25,Non-binary,Senior,Economics,561,759,4229,781,147,88,144,55,95,114,142,56,Mobile Payment App,1320,5851,-4531,-3.432575758,Yes
25,Female,Sophomore,Economics,1212,616,5867,728,378,65,159,92,79,289,35,75,Cash,1828,7767,-5939,-3.248905908,Yes
25,Non-binary,Freshman,Computer Science,1282,416,5824,594,309,121,108,58,91,234,104,120,Cash,1698,7563,-5865,-3.454063604,Yes
21,Non-binary,Freshman,Biology,1438,364,5133,617,392,127,249,37,28,154,170,174,Mobile Payment App,1802,7081,-5279,-2.929522752,Yes
18,Female,Senior,Psychology,702,531,4901,497,237,150,298,46,62,225,123,130,Credit/Debit Card,1233,6669,-5436,-4.408759124,Yes
20,Male,Senior,Biology,1433,764,5002,589,397,51,288,135,100,71,48,112,Credit/Debit Card,2197,6793,-4596,-2.091943559,Yes
25,Female,Freshman,Psychology,1444,542,4680,829,207,122,260,109,37,127,43,69,Cash,1986,6483,-4497,-2.264350453,Yes
22,Female,Junior,Psychology,536,484,5803,413,326,104,86,99,69,197,167,157,Cash,1020,7421,-6401,-6.275490196,Yes
18,Non-binary,Freshman,Engineering,1260,68,3610,637,296,86,87,50,54,230,183,137,Credit/Debit Card,1328,5370,-4042,-3.043674699,Yes
18,Non-binary,Freshman,Biology,701,340,3235,969,337,65,152,113,99,169,161,159,Cash,1041,5459,-4418,-4.243996158,Yes
18,Female,Freshman,Engineering,1309,144,3419,728,171,116,152,107,85,124,76,78,Cash,1453,5056,-3603,-2.479697178,Yes
18,Non-binary,Sophomore,Economics,842,491,4582,473,202,156,279,120,81,270,67,78,Credit/Debit Card,1333,6308,-4975,-3.732183046,Yes
24,Male,Freshman,Computer Science,617,863,3795,837,231,152,256,41,74,221,130,106,Credit/Debit Card,1480,5843,-4363,-2.947972973,Yes
21,Non-binary,Junior,Engineering,1134,490,5864,714,370,96,199,114,82,67,190,24,Cash,1624,7720,-6096,-3.753694581,Yes
23,Non-binary,Sophomore,Psychology,992,242,4210,495,187,114,58,132,96,154,134,179,Mobile Payment App,1234,5759,-4525,-3.666936791,Yes
18,Non-binary,Freshman,Economics,1408,572,4271,477,320,78,150,150,81,163,46,24,Mobile Payment App,1980,5760,-3780,-1.909090909,Yes
21,Female,Senior,Biology,1368,940,3234,405,334,59,114,23,67,135,190,22,Mobile Payment App,2308,4583,-2275,-0.985701906,Yes
22,Male,Senior,Economics,716,157,4056,789,358,186,216,78,74,175,169,109,Cash,873,6210,-5337,-6.113402062,Yes
22,Non-binary,Freshman,Psychology,1224,581,5309,936,264,55,188,126,47,194,79,26,Credit/Debit Card,1805,7224,-5419,-3.002216066,Yes
19,Non-binary,Senior,Biology,1349,788,4273,421,106,160,147,39,89,235,182,43,Cash,2137,5695,-3558,-1.664950866,Yes
24,Female,Sophomore,Engineering,802,552,3146,724,213,95,135,103,70,267,54,123,Cash,1354,4930,-3576,-2.641063516,Yes
18,Female,Senior,Psychology,973,318,3600,913,375,183,178,122,94,129,66,148,Cash,1291,5808,-4517,-3.49883811,Yes
19,Female,Senior,Engineering,736,660,5945,478,342,75,279,43,49,107,94,57,Mobile Payment App,1396,7469,-6073,-4.350286533,Yes
22,Male,Senior,Engineering,571,498,3897,648,181,56,275,86,57,287,79,110,Mobile Payment App,1069,5676,-4607,-4.309635173,Yes
